rank,lemma,english,pos,level,freq_score,freq_tier,register,tokens
3606,inslag,impact,noun,6,7.34,A,everyday,"['inslag', 'inslagen']"
3607,komedie,comedy,noun,6,7.34,A,everyday,"['komedie', 'komedies']"
3608,loos,oh no,adjective,6,7.34,A,everyday,"['loos', 'loze']"
3609,mislukking,failure,noun,6,7.34,A,everyday,"['mislukking', 'mislukkingen']"
3610,neger,negro,noun,6,7.34,A,everyday,"['neger', 'negers']"
3611,programmeur,programmer,noun,6,7.34,A,everyday,"['programmeur', 'programmeurs']"
3612,slordig,sloppy,adjective,6,7.34,A,everyday,"['slordig', 'slordige']"
3613,string,string,noun,6,7.34,A,everyday,"['string', 'strings']"
3614,strook,strip,noun,6,7.34,A,everyday,"['stroken', 'strook']"
3615,uitbarsting,outburst,noun,6,7.34,A,everyday,"['uitbarsting', 'uitbarstingen']"
3616,uitstappen,get,verb,6,7.34,A,everyday,"['uitstappen', 'uitstapt']"
3617,verplaatsing,movement,noun,6,7.34,A,everyday,"['verplaatsing', 'verplaatsingen']"
3618,vertrouwelijk,confidential,adjective,6,7.34,A,everyday,"['vertrouwelijk', 'vertrouwelijke']"
3619,syrisch,syric,adjective,6,7.32,A,everyday,"['syrisch', 'syrische']"
3620,arbeider,worker,noun,6,7.32,A,everyday,"['arbeider', 'arbeiders']"
3621,uitsluiten,exclude,verb,6,7.32,A,everyday,"['uitgesloten', 'uitsluiten']"
3622,universeel,universal,noun,6,7.32,A,everyday,"['universeel', 'universele']"
3623,chang,chang,noun,6,7.32,A,everyday,"['chang', 'change']"
3624,bitcoin,bitcoin,noun,6,7.32,A,everyday,"['bitcoin', 'bitcoins']"
3625,boeddha,buddha,verb,6,7.32,A,everyday,"['boeddha', ""boeddha's""]"
3626,cap,cap,noun,6,7.32,A,everyday,"['cap', 'caps']"
3627,darm,gut,noun,6,7.32,A,everyday,"['darm', 'darmen']"
3628,inbreng,input,noun,6,7.32,A,everyday,"['inbreng', 'inbrengen']"
3629,koets,carriage,noun,6,7.32,A,everyday,"['koets', 'koetsen']"
3630,loods,of,adjective,6,7.32,A,everyday,"['loods', 'loodsen']"
3631,other,other,noun,6,7.32,A,everyday,"['other', 'others']"
3632,overweging,recital,noun,6,7.32,A,everyday,"['overweging', 'overwegingen']"
3633,papoea,papua,noun,6,7.32,A,everyday,"['papoea', ""papoea's""]"
3634,reparatie,repair,noun,6,7.32,A,everyday,"['reparatie', 'reparaties']"
3635,spijkerbroek,men s,noun,6,7.32,A,everyday,"['spijkerbroek', 'spijkerbroeken']"
3636,stream,stream,noun,6,7.32,A,everyday,"['stream', 'streams']"
3637,verliezer,loser,adverb,6,7.32,A,everyday,"['verliezer', 'verliezers']"
3638,wegnemen,remove,verb,6,7.32,A,everyday,"['wegneemt', 'wegnemen']"
3639,wereldkampioenschap,world,noun,6,7.32,A,everyday,"['wereldkampioenschap', 'wereldkampioenschappen']"
3640,werkloos,unemployed,adjective,6,7.32,A,everyday,"['werkloos', 'werkloze']"
3641,fascineren,fascinating,noun,6,7.32,A,everyday,"['fascineert', 'fascinerende', 'gefascineerd']"
3642,drogen,drying,noun,6,7.32,A,everyday,"['gedroogd', 'gedroogde']"
3643,haken,hooks,noun,6,7.32,A,everyday,"['gehaakt', 'haakt']"
3644,toerist,tourist,noun,6,7.3,A,everyday,"['toerist', 'toeristen']"
3645,aanbrengen,application,verb,6,7.3,A,everyday,"['aanbrengt', 'aangebracht']"
3646,mexicaans,mexican,noun,6,7.3,A,everyday,"['mexicaans', 'mexicaanse']"
3647,instructie,instruction,noun,6,7.3,A,everyday,"['instructie', 'instructies']"
3648,zonnig,sunny,adjective,6,7.3,A,everyday,"['zonnig', 'zonnige']"
3649,ruik,smell,noun,6,7.3,A,everyday,"['ruik', 'ruiken']"
3650,ecologisch,ecological,adjective,6,7.3,A,everyday,"['ecologisch', 'ecologische']"
3651,kwijtraken,losing,verb,6,7.3,A,everyday,"['kwijtgeraakt', 'kwijtraakt']"
3652,verticaal,vertical,adjective,6,7.3,A,everyday,"['verticaal', 'verticale']"
3653,fiscaal,fiscal,noun,6,7.3,A,everyday,"['fiscaal', 'fiscale']"
3654,neerleggen,lay,noun,6,7.3,A,everyday,"['neergelegd', 'neerlegt']"
3655,charme,charm,noun,6,7.3,A,everyday,"['charme', 'charmes']"
3656,diamond,diamond,noun,6,7.3,A,everyday,"['diamond', 'diamonds']"
3657,fluiten,whistle,verb,6,7.3,A,everyday,"['fluiten', 'gefloten']"
3658,grave,grave,noun,6,7.3,A,everyday,"['grave', 'graves']"
3659,helling,slope,noun,6,7.3,A,everyday,"['helling', 'hellingen']"
3660,injectie,injection,noun,6,7.3,A,everyday,"['injectie', 'injecties']"
3661,kade,quay,noun,6,7.3,A,everyday,"['kade', 'kades']"
3662,koerier,courier,noun,6,7.3,A,everyday,"['koerier', 'koeriers']"
3663,krater,crater,noun,6,7.3,A,everyday,"['krater', 'kraters']"
3664,kris,kris,noun,6,7.3,A,everyday,"['kris', 'kristen']"
3665,lan,lan,adverb,6,7.3,A,everyday,"['lan', 'lande']"
3666,luther,luther,adjective,6,7.3,A,everyday,"['luther', 'luthers']"
3667,manipulatie,manipulation,noun,6,7.3,A,everyday,"['manipulatie', 'manipulaties']"
3668,onbegrijpelijk,i don,adjective,6,7.3,A,everyday,"['onbegrijpelijk', 'onbegrijpelijke']"
3669,passief,passive,adjective,6,7.3,A,everyday,"['passief', 'passieve']"
3670,rai,rai,noun,6,7.3,A,everyday,"['rai', 'raid']"
3671,tankstation,service,noun,6,7.3,A,everyday,"['tankstation', 'tankstations']"
3672,transactie,transaction,noun,6,7.3,A,everyday,"['transactie', 'transacties']"
3673,venster,window,noun,6,7.3,A,everyday,"['venster', 'vensters']"
3674,vlieger,kite,adjective,6,7.3,A,everyday,"['vlieger', 'vliegers']"
3675,lik,lik,noun,6,7.3,A,everyday,"['liken', 'likje']"
3676,indiaas,indian,noun,6,7.28,A,everyday,"['indiaas', 'indiase']"
3677,etnisch,ethnic,adjective,6,7.28,A,everyday,"['etnisch', 'etnische']"
3678,kleurrijk,colorful,noun,6,7.28,A,everyday,"['kleurrijk', 'kleurrijke']"
3679,psychisch,psychic,adjective,6,7.28,A,everyday,"['psychisch', 'psychische']"
3680,ruit,pane,noun,6,7.28,A,everyday,"['ruit', 'ruiten']"
3681,connectie,connection,noun,6,7.28,A,everyday,"['connectie', 'connecties']"
3682,fataal,fatal,adjective,6,7.28,A,everyday,"['fataal', 'fatale']"
3683,kill,kill,verb,6,7.28,A,everyday,"['kill', 'killer']"
3684,ace,ace,verb,6,7.28,A,everyday,"['ace', 'aces']"
3685,alien,alien,noun,6,7.28,A,everyday,"['alien', 'aliens']"
3686,bankrekening,bank,noun,6,7.28,A,everyday,"['bankrekening', 'bankrekeningen']"
3687,bear,bear,noun,6,7.28,A,everyday,"['bear', 'bears']"
3688,besparing,savings,noun,6,7.28,A,everyday,"['besparing', 'besparingen']"
3689,dieptepunt,bottom,noun,6,7.28,A,everyday,"['dieptepunt', 'dieptepunten']"
3690,dwerg,pygmy,noun,6,7.28,A,everyday,"['dwerg', 'dwergen']"
3691,haalbaar,bar,noun,6,7.28,A,everyday,"['haalbaar', 'haalbare']"
3692,kachel,stove,noun,6,7.28,A,everyday,"['kachel', 'kachels']"
3693,kleedkamer,dressing,noun,6,7.28,A,everyday,"['kleedkamer', 'kleedkamers']"
3694,kunststof,plastic,noun,6,7.28,A,everyday,"['kunststof', 'kunststoffen']"
3695,lijsttrekker,list,noun,6,7.28,A,everyday,"['lijsttrekker', 'lijsttrekkers']"
3696,nieuwsbericht,news,verb,6,7.28,A,everyday,"['nieuwsbericht', 'nieuwsberichten']"
3697,portie,portion,noun,6,7.28,A,everyday,"['portie', 'porties']"
3698,voorspelbaar,predictable,adjective,6,7.28,A,everyday,"['voorspelbaar', 'voorspelbare']"
3699,voorval,event,noun,6,7.28,A,everyday,"['voorval', 'voorvallen']"
3700,webpagina,web,noun,6,7.28,A,everyday,"['webpagina', ""webpagina's""]"
3701,tropisch,turmeric,adjective,6,7.26,A,everyday,"['tropisch', 'tropische']"
3702,luiden,aren t,verb,6,7.26,A,everyday,"['luidde', 'luidt']"
3703,verdrijven,drive,verb,6,7.26,A,everyday,"['verdreven', 'verdrijft']"
3704,gerechtelijk,judicial,adjective,6,7.26,A,everyday,"['gerechtelijk', 'gerechtelijke']"
3705,aanbesteding,call,noun,6,7.26,A,everyday,"['aanbesteding', 'aanbestedingen']"
3706,allergisch,allergic,adjective,6,7.26,A,everyday,"['allergisch', 'allergische']"
3707,ambacht,handicrafts,noun,6,7.26,A,everyday,"['ambacht', 'ambachten']"
3708,bedriegen,cheating,verb,6,7.26,A,everyday,"['bedriegen', 'bedrogen']"
3709,blokkade,blockage,noun,6,7.26,A,everyday,"['blokkade', 'blokkades']"
3710,bokser,boxer,noun,6,7.26,A,everyday,"['bokser', 'boksers']"
3711,brochure,brochure,noun,6,7.26,A,everyday,"['brochure', 'brochures']"
3712,bundelen,merge,verb,6,7.26,A,everyday,"['bundelen', 'gebundeld']"
3713,cabine,cab,noun,6,7.26,A,everyday,"['cabine', 'cabines']"
3714,ch,ch,conjunction,6,7.26,A,everyday,"['ch', 'che']"
3715,herberg,inn,noun,6,7.26,A,everyday,"['herberg', 'herbergen']"
3716,hollander,hollander,noun,6,7.26,A,everyday,"['hollander', 'hollanders']"
3717,ingreep,procedure,noun,6,7.26,A,everyday,"['ingreep', 'ingrepen']"
3718,kalf,calf,adjective,6,7.26,A,everyday,"['kalf', 'kalfjes']"
3719,major,major,noun,6,7.26,A,everyday,"['major', 'majors']"
3720,oppikken,pick,verb,6,7.26,A,everyday,"['oppikken', 'oppikt']"
3721,overdrijven,overdoing,verb,6,7.26,A,everyday,"['overdrijft', 'overdrijven']"
3722,pocket,pocket,noun,6,7.26,A,everyday,"['pocket', 'pockets']"
3723,segment,segment,noun,6,7.26,A,everyday,"['segment', 'segmenten']"
3724,sexcontact,sex,noun,6,7.26,A,everyday,"['sexcontact', 'sexcontacten']"
3725,uil,owl,noun,6,7.26,A,everyday,"['uil', 'uiltje']"
3726,vloek,curse,noun,6,7.26,A,everyday,"['vloek', 'vloeken']"
3727,warenhuis,department,noun,6,7.26,A,everyday,"['warenhuis', 'warenhuizen']"
3728,zwerver,wanderer,noun,6,7.26,A,everyday,"['zwerver', 'zwervers']"
3729,ski,ski,noun,6,7.26,A,everyday,"[""ski's"", 'skien']"
3730,zoe,zoe,adverb,6,7.26,A,everyday,"['zoelen', 'zoetje']"
3731,voorziening,provision,noun,6,7.24,A,everyday,"['voorziening', 'voorzieningen']"
3732,kiezer,voter,noun,6,7.24,A,everyday,"['kiezer', 'kiezers']"
3733,mislukken,fail,verb,6,7.24,A,everyday,"['mislukt', 'mislukte']"
3734,bestuurlijk,administrative,adjective,6,7.24,A,everyday,"['bestuurlijk', 'bestuurlijke']"
3735,beroemdheid,celebrity,noun,6,7.24,A,everyday,"['beroemdheden', 'beroemdheid']"
3736,toer,round,noun,6,7.24,A,everyday,"['toer', 'toeren']"
3737,dominant,dominant,noun,6,7.24,A,everyday,"['dominant', 'dominante']"
3738,flirt,flirt,adjective,6,7.24,A,everyday,"['flirt', 'flirten']"
3739,universitair,university,noun,6,7.24,A,everyday,"['universitair', 'universitaire']"
3740,innerlijk,inner,adjective,6,7.24,A,everyday,"['innerlijk', 'innerlijke']"
3741,geschil,dispute,noun,6,7.24,A,everyday,"['geschil', 'geschillen']"
3742,nation,nation,noun,6,7.24,A,everyday,"['nation', 'nations']"
3743,geit,goat,noun,6,7.24,A,everyday,"['geit', 'geiten']"
3744,pittig,spicy,adjective,6,7.24,A,everyday,"['pittig', 'pittige']"
3745,accommodatie,accommodation,noun,6,7.24,A,everyday,"['accommodatie', 'accommodaties']"
3746,arrow,arrow,verb,6,7.24,A,everyday,"['arrow', 'arrows']"
3747,burn,burn,adverb,6,7.24,A,everyday,"['burn', 'burns']"
3748,camper,motorhome,noun,6,7.24,A,everyday,"['camper', 'campers']"
3749,compositie,composition,noun,6,7.24,A,everyday,"['compositie', 'composities']"
3750,dia,slide,noun,6,7.24,A,everyday,"['dia', ""dia's""]"
3751,dragon,dragone,verb,6,7.24,A,everyday,"['dragon', 'dragons']"
3752,format,format,noun,6,7.24,A,everyday,"['format', 'formaten']"
3753,gastvrij,hospitable,noun,6,7.24,A,everyday,"['gastvrij', 'gastvrije']"
3754,gordel,belt,noun,6,7.24,A,everyday,"['gordel', 'gordels']"
3755,implementatie,implementation,noun,6,7.24,A,everyday,"['implementatie', 'implementaties']"
3756,liefdevol,loving,adjective,6,7.24,A,everyday,"['liefdevol', 'liefdevolle']"
3757,lokatie,location,noun,6,7.24,A,everyday,"['lokatie', 'lokaties']"
3758,maritiem,maritime,adjective,6,7.24,A,everyday,"['maritiem', 'maritieme']"
3759,merkwaardig,i don,adjective,6,7.24,A,everyday,"['merkwaardig', 'merkwaardige']"
3760,omzeilen,bypass,verb,6,7.24,A,everyday,"['omzeild', 'omzeilen']"
3761,ontdoen,get,preposition,6,7.24,A,everyday,"['ontdaan', 'ontdoen']"
3762,panda,panda,noun,6,7.24,A,everyday,"['panda', ""panda's""]"
3763,peiling,polling,noun,6,7.24,A,everyday,"['peiling', 'peilingen']"
3764,picknick,picnic,noun,6,7.24,A,everyday,"['picknick', 'picknicken']"
3765,prototype,prototype,noun,6,7.24,A,everyday,"['prototype', 'prototypes']"
3766,repetitie,rehearsal,noun,6,7.24,A,everyday,"['repetitie', 'repetities']"
3767,schelden,shouting,verb,6,7.24,A,everyday,"['schelden', 'scheldt']"
3768,tolk,interpreter,noun,6,7.24,A,everyday,"['tolk', 'tolken']"
3769,tovenaar,wizard,noun,6,7.24,A,everyday,"['tovenaar', 'tovenaars']"
3770,verleidelijk,tempting,adjective,6,7.24,A,everyday,"['verleidelijk', 'verleidelijke']"
3771,veronderstelling,assumption,noun,6,7.24,A,everyday,"['veronderstelling', 'veronderstellingen']"
3772,wasmachine,washing,adjective,6,7.24,A,everyday,"['wasmachine', 'wasmachines']"
3773,weerhouden,stop,verb,6,7.24,A,everyday,"['weerhouden', 'weerhoudt']"
3774,wielrenner,cyclist,noun,6,7.24,A,everyday,"['wielrenner', 'wielrenners']"
3775,passagier,passenger,noun,6,7.22,A,everyday,"['passagier', 'passagiers']"
3776,provinciaal,provincial,adjective,6,7.22,A,everyday,"['provinciaal', 'provinciale']"
3777,primair,primary,adjective,6,7.22,A,everyday,"['primair', 'primaire']"
3778,psychologisch,psychological,adjective,6,7.22,A,everyday,"['psychologisch', 'psychologische']"
3779,duister,dark,noun,6,7.22,A,everyday,"['duister', 'duistere']"
3780,nominatie,nomination,noun,6,7.22,A,everyday,"['nominatie', 'nominaties']"
3781,vraagstuk,issue,noun,6,7.22,A,everyday,"['vraagstuk', 'vraagstukken']"
3782,adelaar,eagle,adjective,6,7.22,A,everyday,"['adelaar', 'adelaars']"
3783,angstig,anxious,adjective,6,7.22,A,everyday,"['angstig', 'angstige']"
3784,banner,banner,noun,6,7.22,A,everyday,"['banner', 'banners']"
3785,besmettelijk,contagious,noun,6,7.22,A,everyday,"['besmettelijk', 'besmettelijke']"
3786,browser,browser,noun,6,7.22,A,everyday,"['browser', 'browsers']"
3787,children,children,verb,6,7.22,A,everyday,"['children', ""children's""]"
3788,conversatie,conversation,noun,6,7.22,A,everyday,"['conversatie', 'conversaties']"
3789,corner,corner,noun,6,7.22,A,everyday,"['corner', 'corners']"
3790,creëer,create,noun,6,7.22,A,everyday,"['creëer', 'creëeren']"
3791,erfgenaam,heir,noun,6,7.22,A,everyday,"['erfgenaam', 'erfgenamen']"
3792,hergebruik,reuse,noun,6,7.22,A,everyday,"['hergebruik', 'hergebruiken']"
3793,hetero,straight,noun,6,7.22,A,everyday,"['hetero', ""hetero's""]"
3794,marteling,torture,noun,6,7.22,A,everyday,"['marteling', 'martelingen']"
3795,nie,no,interjection,6,7.22,A,everyday,"['nie', 'nies']"
3796,onderbroek,pantyhose,noun,6,7.22,A,everyday,"['onderbroek', 'onderbroeken']"
3797,onderkomen,accommodation,verb,6,7.22,A,everyday,"['onderkomen', 'onderkomens']"
3798,paneel,panel,noun,6,7.22,A,everyday,"['paneel', 'panelen']"
3799,penalty,penalty,noun,6,7.22,A,everyday,"['penalty', ""penalty's""]"
3800,peper,pepper,noun,6,7.22,A,everyday,"['peper', 'pepers']"
3801,skin,skin,noun,6,7.22,A,everyday,"['skin', 'skins']"
3802,stout,naughty,adjective,6,7.22,A,everyday,"['stout', 'stoutste']"
3803,them,them,pronoun,6,7.22,A,everyday,"['them', 'theme']"
3804,tikken,tap,verb,6,7.22,A,everyday,"['tikken', 'tikte']"
3805,tower,tower,noun,6,7.22,A,everyday,"['tower', 'towers']"
3806,treffer,hit,noun,6,7.22,A,everyday,"['treffer', 'treffers']"
3807,uitpakken,unpack,verb,6,7.22,A,everyday,"['uitgepakt', 'uitpakken']"
3808,vennootschap,company,noun,6,7.22,A,everyday,"['vennootschap', 'vennootschappen']"
3809,worm,worm,noun,6,7.22,A,everyday,"['worm', 'worms']"
3810,verplichten,mandatory,noun,6,7.2,A,everyday,"['verplicht', 'verplichte']"
3811,huurder,tenant,noun,6,7.2,A,everyday,"['huurder', 'huurders']"
3812,ambitieus,ambitious,noun,6,7.2,A,everyday,"['ambitieus', 'ambitieuze']"
3813,sticker,sticker,noun,6,7.2,A,everyday,"['sticker', 'stickers']"
3814,horizontaal,horizontal,adjective,6,7.2,A,everyday,"['horizontaal', 'horizontale']"
3815,weggooien,discard,verb,6,7.2,A,everyday,"['weggegooid', 'weggooien']"
3816,werker,worker,noun,6,7.2,A,everyday,"['werker', 'werkers']"
3817,rechtvaardigen,reasons,noun,6,7.2,A,everyday,"['gerechtvaardigd', 'rechtvaardigt']"
3818,aanhang,trailers,noun,6,7.2,A,everyday,"['aanhang', 'aanhangen']"
3819,belastingbetaler,taxpayer,adjective,6,7.2,A,everyday,"['belastingbetaler', 'belastingbetalers']"
3820,boekhouder,accountant,noun,6,7.2,A,everyday,"['boekhouder', 'boekhouders']"
3821,compenseren,compensate,verb,6,7.2,A,everyday,"['compenseren', 'gecompenseerd']"
3822,coureur,driver,noun,6,7.2,A,everyday,"['coureur', 'coureurs']"
3823,designer,designer,noun,6,7.2,A,everyday,"['designer', 'designers']"
3824,fee,fairy,noun,6,7.2,A,everyday,"['fee', 'feeën']"
3825,instinct,instinct,noun,6,7.2,A,everyday,"['instinct', 'instincten']"
3826,inzending,entry,noun,6,7.2,A,everyday,"['inzending', 'inzendingen']"
3827,lijm,glues,noun,6,7.2,A,everyday,"['lijm', 'slijm']"
3828,loodgieter,plumber,noun,6,7.2,A,everyday,"['loodgieter', 'loodgieters']"
3829,massief,solid,noun,6,7.2,A,everyday,"['massief', 'massieve']"
3830,misverstand,misunderstanding,noun,6,7.2,A,everyday,"['misverstand', 'misverstanden']"
3831,puppy,puppy,noun,6,7.2,A,everyday,"['puppy', ""puppy's""]"
3832,rechercheur,detective,noun,6,7.2,A,everyday,"['rechercheur', 'rechercheurs']"
3833,retweeten,retweeten,verb,6,7.2,A,everyday,"['retweeten', 'retweette']"
3834,tijdig,timely,adjective,6,7.2,A,everyday,"['tijdig', 'tijdige']"
3835,transitie,transition,noun,6,7.2,A,everyday,"['transitie', 'transities']"
3836,trofee,trophy,noun,6,7.2,A,everyday,"['trofee', 'trofeeën']"
3837,ven,of,verb,6,7.2,A,everyday,"['ven', 'ventje']"
3838,drug,drug,noun,6,7.18,A,everyday,"['drug', 'drugs']"
3839,waarneming,observation,noun,6,7.18,A,everyday,"['waarneming', 'waarnemingen']"
3840,italiaan,italian,noun,6,7.18,A,everyday,"['italiaan', 'italianen']"
3841,verantwoorden,account,verb,6,7.18,A,everyday,"['verantwoord', 'verantwoorde']"
3842,hacker,hacker,noun,6,7.18,A,everyday,"['hacker', 'hackers']"
3843,heup,hip,noun,6,7.18,A,everyday,"['heup', 'heupen']"
3844,zorgverzekeraar,health,noun,6,7.18,A,everyday,"['zorgverzekeraar', 'zorgverzekeraars']"
3845,aankijken,look,verb,6,7.18,A,everyday,"['aankijken', 'aankijkt']"
3846,afgaan,go,verb,6,7.18,A,everyday,"['afgaan', 'afgaande']"
3847,bushalte,bus,noun,6,7.18,A,everyday,"['bushalte', 'bushaltes']"
3848,dino,dino,pronoun,6,7.18,A,everyday,"['dino', ""dino's""]"
3849,ensemble,ensemble,noun,6,7.18,A,everyday,"['ensemble', 'ensembles']"
3850,filmmaker,filmmaker,noun,6,7.18,A,everyday,"['filmmaker', 'filmmakers']"
3851,final,final,noun,6,7.18,A,everyday,"['final', 'finals']"
3852,fractievoorzitter,chairman,noun,6,7.18,A,everyday,"['fractievoorzitter', 'fractievoorzitters']"
3853,gracht,moat,noun,6,7.18,A,everyday,"['gracht', 'grachten']"
3854,jaargang,volume,noun,6,7.18,A,everyday,"['jaargang', 'jaargangen']"
3855,manifestatie,manifestation,noun,6,7.18,A,everyday,"['manifestatie', 'manifestaties']"
3856,mart,mart,noun,6,7.18,A,everyday,"['mart', 'marten']"
3857,memo,memo,noun,6,7.18,A,everyday,"['memo', ""memo's""]"
3858,mother,mother,adjective,6,7.18,A,everyday,"['mother', 'mothers']"
3859,observatie,observation,noun,6,7.18,A,everyday,"['observatie', 'observaties']"
3860,onderwijzer,teacher,noun,6,7.18,A,everyday,"['onderwijzer', 'onderwijzers']"
3861,pitt,pitt,noun,6,7.18,A,everyday,"['pitt', 'pitten']"
3862,pruik,wig,noun,6,7.18,A,everyday,"['pruik', 'pruiken']"
3863,pyjama,pajamas,noun,6,7.18,A,everyday,"['pyjama', ""pyjama's""]"
3864,tegenslag,setback,noun,6,7.18,A,everyday,"['tegenslag', 'tegenslagen']"
3865,televisiezender,television,noun,6,7.18,A,everyday,"['televisiezender', 'televisiezenders']"
3866,th,th,adverb,6,7.18,A,everyday,"['th', 'then']"
3867,verhoor,interrogation,noun,6,7.18,A,everyday,"['verhoor', 'verhoren']"
3868,verkondigen,procrastination,noun,6,7.18,A,everyday,"['verkondigd', 'verkondigde']"
3869,inrichten,decorating,noun,6,7.16,A,everyday,"['ingericht', 'ingerichte']"
3870,omzetten,convert,verb,6,7.16,A,everyday,"['omgezet', 'omzetten']"
3871,visueel,visual,adjective,6,7.16,A,everyday,"['visueel', 'visuele']"
3872,bacterie,bacteria,noun,6,7.16,A,everyday,"['bacterie', 'bacteriën']"
3873,dynamisch,dynamic,adjective,6,7.16,A,everyday,"['dynamisch', 'dynamische']"
3874,groepering,grouping,noun,6,7.16,A,everyday,"['groepering', 'groeperingen']"
3875,preventief,preventive,noun,6,7.16,A,everyday,"['preventief', 'preventieve']"
3876,meting,measurement,noun,6,7.16,A,everyday,"['meting', 'metingen']"
3877,plunderen,looting,verb,6,7.16,A,everyday,"['geplunderd', 'plunderen']"
3878,arrangement,arrangement,noun,6,7.16,A,everyday,"['arrangement', 'arrangementen']"
3879,bataljon,battalion,noun,6,7.16,A,everyday,"['bataljon', 'bataljons']"
3880,boa,boa,noun,6,7.16,A,everyday,"['boa', ""boa's""]"
3881,border,border,noun,6,7.16,A,everyday,"['border', 'borders']"
3882,boterham,sandwiches,noun,6,7.16,A,everyday,"['boterham', 'boterhammen']"
3883,claimen,claim,verb,6,7.16,A,everyday,"['claimen', 'claimt']"
3884,decoratie,decoration,noun,6,7.16,A,everyday,"['decoratie', 'decoraties']"
3885,echtscheiding,divorce,noun,6,7.16,A,everyday,"['echtscheiding', 'echtscheidingen']"
3886,fundament,foundation,noun,6,7.16,A,everyday,"['fundament', 'fundamenten']"
3887,glijden,slide,verb,6,7.16,A,everyday,"['glijden', 'glijdt']"
3888,handmatig,manual,adjective,6,7.16,A,everyday,"['handmatig', 'handmatige']"
3889,irritatie,irritation,noun,6,7.16,A,everyday,"['irritatie', 'irritaties']"
3890,kameraad,comrade,noun,6,7.16,A,everyday,"['kameraad', 'kameraden']"
3891,leefbaar,livable,adjective,6,7.16,A,everyday,"['leefbaar', 'leefbare']"
3892,mast,mast,adverb,6,7.16,A,everyday,"['mast', 'masten']"
3893,musicus,musician,noun,6,7.16,A,everyday,"['musici', 'musicus']"
3894,nobel,noble,adjective,6,7.16,A,everyday,"['nobel', 'nobele']"
3895,overgeven,vomiting,verb,6,7.16,A,everyday,"['overgaf', 'overgeven']"
3896,poep,poop,noun,6,7.16,A,everyday,"['poep', 'poepen']"
3897,problematisch,problem,adjective,6,7.16,A,everyday,"['problematisch', 'problematische']"
3898,rekken,stretch,verb,6,7.16,A,everyday,"['rekken', 'rekt']"
3899,sarcastisch,sarcastic,adjective,6,7.16,A,everyday,"['sarcastisch', 'sarcastische']"
3900,seminar,seminar,noun,6,7.16,A,everyday,"['seminar', 'seminars']"
3901,spandoek,banner,noun,7,7.16,A,everyday,"['spandoek', 'spandoeken']"
3902,speelfilm,movie,noun,7,7.16,A,everyday,"['speelfilm', 'speelfilms']"
3903,swing,swing,noun,7,7.16,A,everyday,"['swing', 'swingen']"
3904,talkshow,talk,noun,7,7.16,A,everyday,"['talkshow', 'talkshows']"
3905,teruggaan,go,verb,7,7.16,A,everyday,"['teruggaan', 'teruggaat']"
3906,verheug,rejoice,noun,7,7.16,A,everyday,"['verheug', 'verheugen']"
3907,vuurwapen,firearm,verb,7,7.16,A,everyday,"['vuurwapen', 'vuurwapens']"
3908,israëlisch,israelian,adjective,7,7.14,A,everyday,"['israëlisch', 'israëlische']"
3909,vrijlaten,release,verb,7,7.14,A,everyday,"['vrijgelaten', 'vrijlaten']"
3910,uitrusten,rest,verb,7,7.14,A,everyday,"['uitgerust', 'uitrusten']"
3911,overstroming,flooding,noun,7,7.14,A,everyday,"['overstroming', 'overstromingen']"
3912,ranger,ranger,noun,7,7.14,A,everyday,"['ranger', 'rangers']"
3913,vloeibaar,liquid,adjective,7,7.14,A,everyday,"['vloeibaar', 'vloeibare']"
3914,adventure,adventure,noun,7,7.14,A,everyday,"['adventure', 'adventures']"
3915,algoritme,algorithm,noun,7,7.14,A,everyday,"['algoritme', 'algoritmes']"
3916,amendement,amendment,noun,7,7.14,A,everyday,"['amendement', 'amendementen']"
3917,behulpzaam,helpful,adjective,7,7.14,A,everyday,"['behulpzaam', 'behulpzame']"
3918,duw,push,preposition,7,7.14,A,everyday,"['duw', 'duwtje']"
3919,entiteit,entity,noun,7,7.14,A,everyday,"['entiteit', 'entiteiten']"
3920,hendriks,hendriks,noun,7,7.14,A,everyday,"['hendriks', 'hendrikse']"
3921,houder,holder,noun,7,7.14,A,everyday,"['houder', 'houders']"
3922,interface,interface,noun,7,7.14,A,everyday,"['interface', 'interfaces']"
3923,kwalitatief,quality,adjective,7,7.14,A,everyday,"['kwalitatief', 'kwalitatieve']"
3924,linie,line,noun,7,7.14,A,everyday,"['linie', 'linies']"
3925,martelaar,martyr,noun,7,7.14,A,everyday,"['martelaar', 'martelaren']"
3926,meesterwerk,masterpiece,noun,7,7.14,A,everyday,"['meesterwerk', 'meesterwerken']"
3927,minnaar,lover,adjective,7,7.14,A,everyday,"['minnaar', 'minnaars']"
3928,moeizaam,difficulty,adjective,7,7.14,A,everyday,"['moeizaam', 'moeizame']"
3929,onbetrouwbaar,unreliable,adjective,7,7.14,A,everyday,"['onbetrouwbaar', 'onbetrouwbare']"
3930,onhandig,clumsy,adjective,7,7.14,A,everyday,"['onhandig', 'onhandige']"
3931,opzeggen,unsubscribe,verb,7,7.14,A,everyday,"['opgezegd', 'opzeggen']"
3932,reporter,reporter,noun,7,7.14,A,everyday,"['reporter', 'reporters']"
3933,riolering,sewers,noun,7,7.14,A,everyday,"['riolering', 'rioleringen']"
3934,schaamteloos,shameless,adjective,7,7.14,A,everyday,"['schaamteloos', 'schaamteloze']"
